State, Date, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Andhra Pradesh,31-05-2021,12.83,15092065,39.44
Andhra Pradesh,30-06-2021,7.43,15559239,38.24
Andhra Pradesh,31-07-2021,8.68,15485255,38.52
Andhra Pradesh,31-08-2021,6.49,16159788,39.2
Andhra Pradesh,30-09-2021,6.07,16977784,40.94
Andhra Pradesh,31-10-2021,5.37,15875697,37.95
Andhra Pradesh,30-11-2021,6.33,15849249,38.22
Andhra Pradesh,31-12-2021,5.62,16915954,40.43
Assam,31-01-2021,1.53,13177962,50.57
Assam,28-02-2021,1.65,11283161,43.27
Assam,31-03-2021,1.06,11122329,42.31
Assam,30-04-2021,0.19,10349575,38.95
Assam,31-05-2021,0.05,15248170,57.19
Assam,30-06-2021,0.62,10234141,38.53
Assam,31-07-2021,1.9,11247012,42.81
Assam,31-08-2021,6.65,10228186,40.83
Assam,30-09-2021,3.51,16133085,62.18
Assam,31-10-2021,3.7,11196548,43.15
Assam,30-11-2021,4.12,10476421,40.47
Assam,31-12-2021,5.82,11737225,46.07
Bihar,31-01-2021,10.5,28016910,38.97
Bihar,28-02-2021,11.47,25685968,36.05
Bihar,31-03-2021,14.6,25734604,37.36
Bihar,30-04-2021,11.54,24727431,34.58
Bihar,31-05-2021,13.83,27342817,39.17
Bihar,30-06-2021,10.5,25380747,34.94
Bihar,31-07-2021,13.02,25373093,35.86
Bihar,31-08-2021,13.61,23991739,34.06
Bihar,30-09-2021,9.97,26732995,36.34
Bihar,31-10-2021,13.88,24875414,35.28
Bihar,30-11-2021,14.8,24569436,35.14
Bihar,31-12-2021,15.98,23821810,34.48
Chhattisgarh,31-01-2021,6.38,8828785,41.78
Chhattisgarh,28-02-2021,5.99,8882237,41.77
Chhattisgarh,31-03-2021,2.69,8580167,38.89
Chhattisgarh,30-04-2021,3.04,9463460,42.96
Chhattisgarh,31-05-2021,8.03,9313760,44.47
Chhattisgarh,30-06-2021,2.57,9485491,42.66
Chhattisgarh,31-07-2021,3.25,8798367,39.76
Chhattisgarh,31-08-2021,3.78,8832789,40.04
Chhattisgarh,30-09-2021,4.44,8730656,39.76
Chhattisgarh,31-10-2021,3.05,9273796,41.54
Chhattisgarh,30-11-2021,1.78,9674618,42.68
Chhattisgarh,31-12-2021,2.15,9178194,40.55
Delhi,31-01-2021,12.51,5157974,36.65
Delhi,28-02-2021,7.99,5176344,34.9
Delhi,31-03-2021,9.41,5123006,35
Delhi,30-04-2021,27.32,4160172,35.33
Delhi,31-05-2021,45.56,2879334,32.56
Delhi,30-06-2021,8.8,5089957,34.28
Delhi,31-07-2021,10.7,5013429,34.4
Delhi,31-08-2021,11.57,5058858,34.97
Delhi,30-09-2021,16.81,5232193,38.35
Delhi,31-10-2021,10.97,5389286,36.82
Delhi,30-11-2021,9.3,4983968,33.34
Delhi,31-12-2021,9.84,5180463,34.77
Goa,31-01-2021,16.01,424096,38.93
Goa,28-02-2021,20.58,438421,42.51
Goa,31-03-2021,22.08,393170,38.81
Goa,30-04-2021,25.73,366499,37.92
Goa,31-05-2021,20.49,450287,43.47
Goa,30-06-2021,17.89,405565,37.87
Goa,31-07-2021,21.71,398314,38.96
Goa,31-08-2021,12.61,459677,40.24
Goa,30-09-2021,7.44,413634,34.15
Goa,31-10-2021,12.03,420856,36.51
Goa,30-11-2021,12.65,413392,36.08
Goa,31-12-2021,11.99,392368,33.95
Gujarat,31-01-2021,3.19,24009720,46
Gujarat,28-02-2021,3.17,24070070,46.02
Gujarat,31-03-2021,2.16,24357415,46
Gujarat,30-04-2021,1.77,24320086,45.66
Gujarat,31-05-2021,2.34,24179141,45.57
Gujarat,30-06-2021,1.79,24842134,46.46
Gujarat,31-07-2021,1.82,25227354,47.1
Gujarat,31-08-2021,1.61,23838107,44.33
Gujarat,30-09-2021,1.29,25252205,46.71
Gujarat,31-10-2021,2.39,25890884,48.34
Gujarat,30-11-2021,1.45,25500373,47.06
Gujarat,31-12-2021,1.63,24770121,45.71
Haryana,31-01-2021,17.65,7510342,39.92
Haryana,28-02-2021,26.31,6808544,40.36
Haryana,31-03-2021,27.58,7255469,43.67
Haryana,30-04-2021,35.13,6860556,46
Haryana,31-05-2021,28.73,6425654,39.13
Haryana,30-06-2021,27.84,6772377,40.65
Haryana,31-07-2021,28.08,6997825,42.05
Haryana,31-08-2021,35.7,6933829,46.51
Haryana,30-09-2021,21.13,7360554,40.16
Haryana,31-10-2021,30.69,6828800,42.31
Haryana,30-11-2021,29.2,7024063,42.51
Haryana,31-12-2021,34.07,7149677,46.37
Himachal Pradesh,31-01-2021,11.55,2248174,41.23
Himachal Pradesh,28-02-2021,15.57,2075852,39.83
Himachal Pradesh,31-03-2021,14.24,1927818,36.35
Himachal Pradesh,30-04-2021,11.06,2000101,36.31
Himachal Pradesh,31-05-2021,7.72,2226706,38.89
Himachal Pradesh,30-06-2021,16.89,1952465,37.8
Himachal Pradesh,31-07-2021,14.98,2025194,38.27
Himachal Pradesh,31-08-2021,3.74,2095797,34.92
Himachal Pradesh,30-09-2021,8.68,1939804,34.01
Himachal Pradesh,31-10-2021,14.05,1907142,35.47
Himachal Pradesh,30-11-2021,13.78,1881626,34.83
Himachal Pradesh,31-12-2021,9.37,1957488,34.42
Jammu & Kashmir,31-01-2021,21.9,3308895,39.83
Jammu & Kashmir,28-02-2021,14.21,3075564,33.64
Jammu & Kashmir,31-03-2021,9.53,2994081,30.99
Jammu & Kashmir,30-04-2021,11.45,3578310,37.76
Jammu & Kashmir,31-05-2021,11.92,3494510,36.99
Jammu & Kashmir,30-06-2021,10.57,3273797,34.06
Jammu & Kashmir,31-07-2021,15.4,3383418,37.13
Jammu & Kashmir,31-08-2021,13.57,3518412,37.72
Jammu & Kashmir,30-09-2021,21.45,3335458,39.25
Jammu & Kashmir,31-10-2021,22.2,3185277,37.77
Jammu & Kashmir,30-11-2021,21.17,3480110,40.64
Jammu & Kashmir,31-12-2021,15.03,3759129,40.64
Jharkhand,31-01-2021,11.31,10005873,41.34
Jharkhand,28-02-2021,12.17,10198512,42.46
Jharkhand,31-03-2021,12.75,9655793,40.38
Jharkhand,30-04-2021,16.48,9559528,41.67
Jharkhand,31-05-2021,15.96,9288715,40.15
Jharkhand,30-06-2021,12.74,10751681,44.67
Jharkhand,31-07-2021,9.4,10261921,40.97
Jharkhand,31-08-2021,15.96,9916315,42.58
Jharkhand,30-09-2021,13.1,9911480,41.07
Jharkhand,31-10-2021,18.1,9915511,43.5
Jharkhand,30-11-2021,11.17,10028822,40.47
Jharkhand,31-12-2021,17.3,9843649,42.58
Karnataka,31-01-2021,3.28,21869339,39.87
Karnataka,28-02-2021,2.5,22537746,40.69
Karnataka,31-03-2021,1.16,21854018,38.84
Karnataka,30-04-2021,2.03,23110478,41.36
Karnataka,31-05-2021,5.27,23612747,43.61
Karnataka,30-06-2021,5.55,22953054,42.43
Karnataka,31-07-2021,2.05,22332124,39.73
Karnataka,31-08-2021,1.49,22829342,40.3
Karnataka,30-09-2021,3.12,22163002,39.71
Karnataka,31-10-2021,1.51,24643524,43.34
Karnataka,30-11-2021,2.77,20836015,37.05
Karnataka,31-12-2021,1.44,22266608,38.98
Kerala,31-01-2021,5.46,9264917,34.39
Kerala,28-02-2021,4.3,9336761,34.21
Kerala,31-03-2021,5.9,8804500,32.78
Kerala,30-04-2021,7.52,9603392,36.35
Kerala,31-05-2021,23.52,7458637,34.1
Kerala,30-06-2021,15.77,7752486,32.16
Kerala,31-07-2021,7.52,8439403,31.85
Kerala,31-08-2021,7.81,9544849,36.11
Kerala,30-09-2021,8.95,8971738,34.33
Kerala,31-10-2021,5.39,9625925,35.42
Kerala,30-11-2021,7.09,8885861,33.26
Kerala,31-12-2021,6.69,9872876,36.76
Madhya Pradesh,31-01-2021,6.15,23183713,39.51
Madhya Pradesh,28-02-2021,2.02,22589307,36.8
Madhya Pradesh,31-03-2021,1.5,24004347,38.82
Madhya Pradesh,30-04-2021,1.35,22705824,36.58
Madhya Pradesh,31-05-2021,5.16,21795692,36.44
Madhya Pradesh,30-06-2021,2.34,22680487,36.75
Madhya Pradesh,31-07-2021,2.3,24438028,39.49
Madhya Pradesh,31-08-2021,3.49,23825304,38.89
Madhya Pradesh,30-09-2021,3.09,23749761,38.53
Madhya Pradesh,31-10-2021,1.82,23093728,36.89
Madhya Pradesh,30-11-2021,1.56,24396190,38.79
Madhya Pradesh,31-12-2021,3.37,24112509,38.97
Maharashtra,31-01-2021,3.79,42638718,42.68
Maharashtra,28-02-2021,3.75,43096660,43.04
Maharashtra,31-03-2021,3.55,44407556,44.16
Maharashtra,30-04-2021,5.47,40125662,40.64
Maharashtra,31-05-2021,5.75,40887966,41.45
Maharashtra,30-06-2021,4.29,42688095,42.53
Maharashtra,31-07-2021,4.28,44095200,43.84
Maharashtra,31-08-2021,4.36,44637546,44.32
Maharashtra,30-09-2021,4.53,44651998,44.33
Maharashtra,31-10-2021,4.33,43813077,43.32
Maharashtra,30-11-2021,4.69,46831192,46.39
Maharashtra,31-12-2021,3.77,47665595,46.67
Meghalaya,31-01-2021,3.28,1412004,61.23
Meghalaya,28-02-2021,3.83,1326534,57.72
Meghalaya,31-03-2021,1.31,1516752,64.15
Meghalaya,30-04-2021,1.44,1385061,58.52
Meghalaya,31-05-2021,6.49,1293466,57.46
Meghalaya,30-06-2021,2.84,1472538,62.8
Meghalaya,31-07-2021,0.39,1598729,66.34
Meghalaya,31-08-2021,0.58,1444334,59.9
Meghalaya,30-09-2021,2.06,1497799,62.9
Meghalaya,31-10-2021,1.82,1326274,55.42
Meghalaya,30-11-2021,0.73,1486378,61.29
Meghalaya,31-12-2021,3.04,1363563,57.41
Odisha,31-01-2021,2.97,13790183,39.24
Odisha,28-02-2021,2.46,14077007,39.79
Odisha,31-03-2021,1.56,14055367,39.29
Odisha,30-04-2021,1.88,14869145,41.64
Odisha,31-05-2021,7.02,12976729,38.29
Odisha,30-06-2021,3.65,13467650,38.28
Odisha,31-07-2021,1.08,14895116,41.17
Odisha,31-08-2021,2.17,14349717,40.04
Odisha,30-09-2021,2.82,13686328,38.38
Odisha,31-10-2021,1.05,14303074,39.33
Odisha,30-11-2021,0.59,15384070,42.04
Odisha,31-12-2021,1.58,14802549,40.79
Puducherry,31-01-2021,7.56,420079,35.87
Puducherry,28-02-2021,5.76,420318,35.13
Puducherry,31-03-2021,1.44,418321,33.34
Puducherry,30-04-2021,2.72,424356,34.19
Puducherry,31-05-2021,23.97,348683,35.85
Puducherry,30-06-2021,47.12,222864,32.86
Puducherry,31-07-2021,9.58,408760,35.16
Puducherry,31-08-2021,8.57,462760,39.27
Puducherry,30-09-2021,11.17,416187,36.26
Puducherry,31-10-2021,6.02,425097,34.92
Puducherry,30-11-2021,6.29,429628,35.3
Puducherry,31-12-2021,6.22,464517,38.05
Punjab,31-01-2021,8.09,9097268,39.07
Punjab,28-02-2021,7.21,9037550,38.39
Punjab,31-03-2021,7.35,9590215,40.73
Punjab,30-04-2021,5.33,9367881,38.87
Punjab,31-05-2021,8.84,8900420,38.28
Punjab,30-06-2021,8.27,9008366,38.44
Punjab,31-07-2021,6.93,9706975,40.75
Punjab,31-08-2021,6.05,9462403,39.28
Punjab,30-09-2021,9.28,8935927,38.35
Punjab,31-10-2021,11.41,8722548,38.27
Punjab,30-11-2021,6.7,9835327,40.9
Punjab,31-12-2021,6.78,9577559,39.8
Rajasthan,31-01-2021,17.69,21125626,43.62
Rajasthan,28-02-2021,25.63,20096427,45.83
Rajasthan,31-03-2021,19.74,20392741,42.99
Rajasthan,30-04-2021,28.04,19857143,46.58
Rajasthan,31-05-2021,27.64,18671874,43.45
Rajasthan,30-06-2021,26.27,20321049,46.31
Rajasthan,31-07-2021,21.06,20661802,43.88
Rajasthan,31-08-2021,26.69,20521536,46.81
Rajasthan,30-09-2021,17.87,21092269,42.85
Rajasthan,31-10-2021,29.52,20463351,48.32
Rajasthan,30-11-2021,20.23,20322679,42.31
Rajasthan,31-12-2021,27.12,20152764,45.81
Sikkim,31-01-2021,0,271163,46.35
Sikkim,28-02-2021,4.29,269144,47.94
Sikkim,31-03-2021,1.74,268111,46.37
Sikkim,30-04-2021,1.8,260191,44.89
Sikkim,31-05-2021,4.19,271870,47.92
Sikkim,30-06-2021,0,264393,44.51
Sikkim,31-07-2021,0,291920,48.99
Sikkim,31-08-2021,0,275861,46.14
Sikkim,31-10-2021,9.98,253543,46.81
Tamil Nadu,31-01-2021,3.99,22930424,36
Tamil Nadu,28-02-2021,4.79,23539357,37.22
Tamil Nadu,31-03-2021,3.02,24688097,38.26
Tamil Nadu,30-04-2021,2.34,24591402,37.78
Tamil Nadu,31-05-2021,27.97,14183803,29.5
Tamil Nadu,30-06-2021,8.3,19876121,32.42
Tamil Nadu,31-07-2021,4.78,24651814,38.66
Tamil Nadu,31-08-2021,6.27,23991586,38.16
Tamil Nadu,30-09-2021,7,22076645,35.34
Tamil Nadu,31-10-2021,4.89,22604681,35.32
Tamil Nadu,30-11-2021,5.13,24405134,38.17
Tamil Nadu,31-12-2021,6.91,23072393,36.72
Telangana,31-01-2021,4.26,16304175,52.95
Telangana,28-02-2021,5.58,16040348,52.73
Telangana,31-03-2021,3.67,16373619,52.65
Telangana,30-04-2021,5.05,14105009,45.94
Telangana,31-05-2021,7.2,16891260,56.18
Telangana,30-06-2021,4.78,15077504,48.78
Telangana,31-07-2021,4.01,16094158,51.55
Telangana,31-08-2021,4.66,16234011,52.25
Telangana,30-09-2021,3.63,16852051,53.56
Telangana,31-10-2021,4.13,16904140,53.9
Telangana,30-11-2021,4.14,16193012,51.54
Telangana,31-12-2021,2.16,17128340,53.32
Tripura,31-01-2021,18.15,1395070,51.89
Tripura,28-02-2021,11.05,1629794,55.69
Tripura,31-03-2021,13.94,1493608,52.65
Tripura,30-04-2021,17.28,1436936,52.61
Tripura,31-05-2021,19.93,1350783,50.99
Tripura,30-06-2021,9.62,1651388,55.13
Tripura,31-07-2021,13.34,1577784,54.83
Tripura,31-08-2021,15.6,1497924,53.35
Tripura,30-09-2021,15.28,1435595,50.85
Tripura,31-10-2021,9.95,1682211,55.95
Tripura,30-11-2021,13.41,1549956,53.52
Tripura,31-12-2021,14.73,1516375,53.07
Uttar Pradesh,31-01-2021,4.89,55124290,34.78
Uttar Pradesh,28-02-2021,4.1,56568780,35.33
Uttar Pradesh,31-03-2021,4.14,55834036,34.8
Uttar Pradesh,30-04-2021,6.3,56962368,36.25
Uttar Pradesh,31-05-2021,6.89,55829255,35.67
Uttar Pradesh,30-06-2021,4.32,55933912,34.7
Uttar Pradesh,31-07-2021,4.95,55247629,34.43
Uttar Pradesh,31-08-2021,6.98,56472386,35.88
Uttar Pradesh,30-09-2021,4.98,55224547,34.27
Uttar Pradesh,31-10-2021,4.22,55516008,34.1
Uttar Pradesh,30-11-2021,4.83,56435220,34.81
Uttar Pradesh,31-12-2021,4.86,57314791,35.29
Uttarakhand,31-01-2021,4.45,2531098,29.68
Uttarakhand,28-02-2021,4.69,2775542,32.56
Uttarakhand,31-03-2021,3.26,2511431,28.96
Uttarakhand,30-04-2021,5.96,2852350,33.77
Uttarakhand,31-05-2021,5.49,2447140,28.76
Uttarakhand,30-06-2021,4.81,2822878,32.87
Uttarakhand,31-07-2021,3.17,2531701,28.92
Uttarakhand,31-08-2021,6.22,2774922,32.65
Uttarakhand,30-09-2021,4.14,2524240,29
Uttarakhand,31-10-2021,3.34,2872131,32.65
Uttarakhand,30-11-2021,3.12,2605053,29.48
Uttarakhand,31-12-2021,5.01,2780810,32.03
West Bengal,31-01-2021,5.25,36563881,46.4
West Bengal,28-02-2021,6.22,37127736,47.52
West Bengal,31-03-2021,7.51,35827410,46.41
West Bengal,30-04-2021,7.63,34849346,45.11
West Bengal,31-05-2021,19.34,28897052,42.75
West Bengal,30-06-2021,22.14,30440202,46.57
West Bengal,31-07-2021,7.37,35267884,45.26
West Bengal,31-08-2021,7.41,35376844,45.34
West Bengal,30-09-2021,6.8,36442890,46.31
West Bengal,31-10-2021,5.6,36583286,45.81
West Bengal,30-11-2021,6.68,35748702,45.2
West Bengal,31-12-2021,7.33,35652535,45.31
